business_id,stars,text,cleaned_text
O0r7Ocj9XmXvwm8p4I4Nqw,5.0,"Sumptuous St. Louis Ribs & Pulled Pork & Out of Sight Smoked Chicken: topped off with velvety Baked Beans & Just Right Potato Salad.  And for sugar lovers---
Peach Cobbler (Yum). GO-GO-
GO-NOW.  Best BarBQue Restaurant I've
Tried in all of New Orleans .  Services is friendly and helpful and Appreciative of your business! So don't hesitate get ready to salivate!",sumptuous st louis ribs pulled pork out of sight smoked chicken topped off with velvety baked beans just right potato salad and for sugar lovers peach cobbler yum gogo gonow best barbque restaurant ive tried in all of new orleans services is friendly and helpful and appreciative of your business so dont hesitate get ready to salivate
ZaESV9fyncc1OeRqBXu7zw,4.0,"As Hispanics I'll have to say their food was very bland. Can't comment too much on service as we had take out, however the lady at the desk was very friendly and explained how to use the sauces. Portions were large and food was cooked well.",as hispanics ill have to say their food was very bland cant comment too much on service as we had take out however the lady at the desk was very friendly and explained how to use the sauces portions were large and food was cooked well
yyTuqf5DIJG0NAWnwMQiWg,5.0,"Great store! The staff is nice and approachable. They explain games in simple easy to understand ways and are able to find just about any card you could want for mtg. The pricing is fair and they give good value on trades. My boyfriend and I stopped by this place when we were planning on moving to tucson. The staff was so great on our first visit that we decided to make this store our home store when we moved to the area. They offer great tournaments and edh on Sundays for mtg players. They are the only store who offers Pokemon in Tucson, and while the atmosphere can be a bit intimidating at first everyone is really nice for the most part. There is no other store in the area that really works to be a safe space and inclusive of everyone. We continue to frequent it for that very reason.",great store the staff is nice and approachable they explain games in simple easy to understand ways and are able to find just about any card you could want for mtg the pricing is fair and they give good value on trades my boyfriend and i stopped by this place when we were planning on moving to tucson the staff was so great on our first visit that we decided to make this store our home store when we moved to the area they offer great tournaments and edh on sundays for mtg players they are the only store who offers pokemon in tucson and while the atmosphere can be a bit intimidating at first everyone is really nice for the most part there is no other store in the area that really works to be a safe space and inclusive of everyone we continue to frequent it for that very reason
Zwbhs3QWQWrpnkHW4TS-LA,5.0,"I was at the navy yard today for the Broad street run. I have never actually been inside before until today. First off it being on the water is amazing. There are a bunch of decommissioned ships still there from the US Navy. It's a pretty cool sight to see. There are also a few restaurants, a hotel and a bank. It's like a small city inside of the city. It was pretty cool to experience today and see the history the Philadelphia Navy yard has to offer.",i was at the navy yard today for the broad street run i have never actually been inside before until today first off it being on the water is amazing there are a bunch of decommissioned ships still there from the us navy its a pretty cool sight to see there are also a few restaurants a hotel and a bank its like a small city inside of the city it was pretty cool to experience today and see the history the philadelphia navy yard has to offer
Q6KWdGbFd_J7LVeMpClPzw,2.0,I was at this Walmart last night to take back a toy my son got doubles of for Christmas the girl in customer service was great very helpful and polite. So after that I grabbed a few things and went to check out we the cashier was rude and not nice. I had told her she rang in one of my items 2x but instead of just checking she kept refusing that she didn't make a mistake and that was my total amount until finally I made her print up a receipt and showed her that I was double charged. After pleading with her for 5 minutes she took it off and I had change of $7 I asked her if she can give it to me in all ones and she told me no very rudely. The last few experiences I had with Walmart have not been great I don't know if I will return.,i was at this walmart last night to take back a toy my son got doubles of for christmas the girl in customer service was great very helpful and polite so after that i grabbed a few things and went to check out we the cashier was rude and not nice i had told her she rang in one of my items x but instead of just checking she kept refusing that she didnt make a mistake and that was my total amount until finally i made her print up a receipt and showed her that i was double charged after pleading with her for minutes she took it off and i had change of i asked her if she can give it to me in all ones and she told me no very rudely the last few experiences i had with walmart have not been great i dont know if i will return
GLoP6o5UjGa3g-IP1L32JA,1.0,"Went here for some afternoon coffee. I got a cold brew with cream and mocha. I took a few sips and everything tasted fine. But, then I got a black beard hair in my mouth. It was absolutely awful and I feel like I wasted my money. I definitely could not drink anymore. Sadly, we went through the drive thru and was already about 8 min away. Definitely not going back here again when I'm in the area. Picture attached is how much of the coffee that is wasted.",went here for some afternoon coffee i got a cold brew with cream and mocha i took a few sips and everything tasted fine but then i got a black beard hair in my mouth it was absolutely awful and i feel like i wasted my money i definitely could not drink anymore sadly we went through the drive thru and was already about min away definitely not going back here again when im in the area picture attached is how much of the coffee that is wasted
82Oovgapi1f_wo8zKRDuNQ,5.0,"Everything we had was delicious! We all shared a slice of the framboise cake, thai tea ice cream and a lemon berry float. The thai tea ice cream was packed with flavor and soooo creamy. The lemon berry float was tart and delicious. I picked the cake...which of course was the best choice. The raspberries were deliciously tart next to the creamy icing and perfectly baked vanilla cake. 10/10 would eat all the desserts here. :)",everything we had was delicious we all shared a slice of the framboise cake thai tea ice cream and a lemon berry float the thai tea ice cream was packed with flavor and soooo creamy the lemon berry float was tart and delicious i picked the cakewhich of course was the best choice the raspberries were deliciously tart next to the creamy icing and perfectly baked vanilla cake would eat all the desserts here
Nu-DLt0yxVO89R0FsSJm2g,1.0,Does not honor coupons in New Orleans real estate magazines.  Coupon did not have which days in week it was valid but waitress stated that it is only valid M-fri then Mon-Thursday.  Bait and switch racket.,does not honor coupons in new orleans real estate magazines coupon did not have which days in week it was valid but waitress stated that it is only valid mfri then monthursday bait and switch racket
5Qe5XyVtWDhygiyRs-PmlA,2.0,"We went for the 5pm Christmas Eve dinner. This is the first year my family could all be together for the holiday and we decided to do something special...something that would make everyone want a tradition to follow...literally everything from the slow drink service, terrible food selection to the broken bathrooms was a total letdown.

It was completely underwhelming; hour long buffet lines, the price, the fact that some tables were served baskets of bread and others (like mine) just waited & starved. The stations were not even ready until 5:40. Then the wait staff called tables over two at a time. By 6:12 we still were not called up but  knew we had to leave soon as they had a second seating at 7 so we just got up and stood in the long line we assume we had been forgotten. The people who had gotten food and were seated had to contend with the insane lines of people constantly bumping into them as they sat with their family. Unfortunately by the time we finally got a plate to serve ourselves a lot of the food promised  was gone, picked over or nonexistent.

For $289 (4 adults/1 child) give me something to really boast about...make sure I eat in a timely manner..or at least be apologetic for the chaotic mess. The rumor floating around the restaurant was that the owners decided this year to cram more tables in then the past & eliminated the amount of space for the buffet so you had more people and less food.

Dipaolos catered our wedding & we were excited for Xmas Eve ...my husband literally left hungry as by the time we got to the meat carving station nobody was there to serve it and then when I went to get sweets for everyone the trays were bare. Just super dissatisfied ..",we went for the pm christmas eve dinner this is the first year my family could all be together for the holiday and we decided to do something specialsomething that would make everyone want a tradition to followliterally everything from the slow drink service terrible food selection to the broken bathrooms was a total letdown it was completely underwhelming hour long buffet lines the price the fact that some tables were served baskets of bread and others like mine just waited starved the stations were not even ready until then the wait staff called tables over two at a time by we still were not called up but knew we had to leave soon as they had a second seating at so we just got up and stood in the long line we assume we had been forgotten the people who had gotten food and were seated had to contend with the insane lines of people constantly bumping into them as they sat with their family unfortunately by the time we finally got a plate to serve ourselves a lot of the food promised was gone picked over or nonexistent for adults child give me something to really boast aboutmake sure i eat in a timely manneror at least be apologetic for the chaotic mess the rumor floating around the restaurant was that the owners decided this year to cram more tables in then the past eliminated the amount of space for the buffet so you had more people and less food dipaolos catered our wedding we were excited for xmas eve my husband literally left hungry as by the time we got to the meat carving station nobody was there to serve it and then when i went to get sweets for everyone the trays were bare just super dissatisfied
mz20-ebkYr890wsmq8soLQ,5.0,Great Place! Staff were extremely welcoming and professional! Treats were great ! The ice cream flavors are very vibrant and unique and the cotton candy and fruity pebbles flavors are delicious. With this hidden gem you definitely get what you pay for !,great place staff were extremely welcoming and professional treats were great the ice cream flavors are very vibrant and unique and the cotton candy and fruity pebbles flavors are delicious with this hidden gem you definitely get what you pay for
qjIN4UbE96Cq6JKwLIQ9VQ,1.0,"I was the first people there in an EMPTY early afternoon day, no greeting from the owner she was busy drinking booze and talking to the hostess. They look at us without regards or greeting. 

We sat at the bar, after a hard day at work. Ordered drinks and was immediately giving the check??!!
no offer of water or anything else. What happened to customer service??? btw drinks is $$$ plus no Happy Hour, they look at you like we have 10 heads and from another planet!!!

we try to talked to the bartender no luck, he was older and fragile plus no customer skill. If I wanted the check I would ask! Thanks!! We felt like they couldn't wait to get us out, like they have somethings to hide, shady!!! Also I notice other people get theirs drink before us??! 

But friendly service when the second party arrived after us, they seem to be regular and  older/familiar to the owner. If you want to be treated kindly this is not the place to spend your hard earned dough! 
Do yourself a favor, skip the mobster, old school vibe and spend your money else where! We will stay away and you may want to consider doing that too!! Too bad, big mistake their lost we were excited to try out a new place, but they fail miserably to deliver! Free parking ain't good enough!!",i was the first people there in an empty early afternoon day no greeting from the owner she was busy drinking booze and talking to the hostess they look at us without regards or greeting we sat at the bar after a hard day at work ordered drinks and was immediately giving the check no offer of water or anything else what happened to customer service btw drinks is plus no happy hour they look at you like we have heads and from another planet we try to talked to the bartender no luck he was older and fragile plus no customer skill if i wanted the check i would ask thanks we felt like they couldnt wait to get us out like they have somethings to hide shady also i notice other people get theirs drink before us but friendly service when the second party arrived after us they seem to be regular and olderfamiliar to the owner if you want to be treated kindly this is not the place to spend your hard earned dough do yourself a favor skip the mobster old school vibe and spend your money else where we will stay away and you may want to consider doing that too too bad big mistake their lost we were excited to try out a new place but they fail miserably to deliver free parking aint good enough
CpEKK8BEXDrBblgTTHBNTA,5.0,"These bakers are the most amazing people. I a few years ago had a death in my family, and my boyfriend had just split to . I was so sad I just wanted a cupcake. The death was my grandmother and she always said you can't cry with a cake in your mouth. So I stopped there. ( in tiers mind you) . The lady behind the counter asked are you ok ? Oh my she said as I began to cry more because they had red velvet cupcakes. ( my grands specialty) . The lady then asked me if I needed a hug I say yes please all the ladies in the building can and hugged me wow what a great hug. So I told all the ladies there that I would be buying my wedding cake there when I get married. Well years later here we are! Finally!! Cake of my dreams and the man of my dreams. Thank you guys",these bakers are the most amazing people i a few years ago had a death in my family and my boyfriend had just split to i was so sad i just wanted a cupcake the death was my grandmother and she always said you cant cry with a cake in your mouth so i stopped there in tiers mind you the lady behind the counter asked are you ok oh my she said as i began to cry more because they had red velvet cupcakes my grands specialty the lady then asked me if i needed a hug i say yes please all the ladies in the building can and hugged me wow what a great hug so i told all the ladies there that i would be buying my wedding cake there when i get married well years later here we are finally cake of my dreams and the man of my dreams thank you guys
JMI0QB57htEHhUIVhHgfNw,5.0,"I like this old hospital. It's got all sorts of wings added to it and now it's a Franken-hospital, but chances are you won't die here, because it's a number 1 trauma center. It has a freaking McDonalds in it, and it's got a nice view of the water. A side effect of being a bit older is that it is in fact creepy, and gloomy, but that's my favorite part. The older areas have the original brick facade, and there's a crematorium smokestack attached that is no longer in use, but I would be crushed if they removed it. If you have a family member staying here: it's not a hotel, so an easy fix to that creepy feeling: Lighting, and aromatherapy. My twin is a nurse there and spends hundreds annually on softly scented things to make stays there more comfortable.",i like this old hospital its got all sorts of wings added to it and now its a frankenhospital but chances are you wont die here because its a number trauma center it has a freaking mcdonalds in it and its got a nice view of the water a side effect of being a bit older is that it is in fact creepy and gloomy but thats my favorite part the older areas have the original brick facade and theres a crematorium smokestack attached that is no longer in use but i would be crushed if they removed it if you have a family member staying here its not a hotel so an easy fix to that creepy feeling lighting and aromatherapy my twin is a nurse there and spends hundreds annually on softly scented things to make stays there more comfortable
J475RpmY71mhvYvC9ep41A,5.0,"I am a regular at the Lacquer Lounge in Queen Village but the Rittenhouse location proved to be more convenient this week so I decided to make my appointment there. The space is larger than the other location but just as cute and girly. Everyone working was laid-back and friendly, which is one of the things I have always loved about Lacquer Lounge. 

Both my classic pedi with Lina and my power hour mani with Nicole were great. These gals really made my nails look fantastic. Even though the Queen Village location will always have a slight edge for me, I'm really excited about this second location which is closer to where I live and also convenient for whenever I'm running around Rittenhouse. Best of both worlds!",i am a regular at the lacquer lounge in queen village but the rittenhouse location proved to be more convenient this week so i decided to make my appointment there the space is larger than the other location but just as cute and girly everyone working was laidback and friendly which is one of the things i have always loved about lacquer lounge both my classic pedi with lina and my power hour mani with nicole were great these gals really made my nails look fantastic even though the queen village location will always have a slight edge for me im really excited about this second location which is closer to where i live and also convenient for whenever im running around rittenhouse best of both worlds
_ab50qdWOk0DdB6XOrBitw,5.0,Just spent a week in New Orleans for jazz fest. Stopped by Acme three times for their amazing chargrilled oysters.,just spent a week in new orleans for jazz fest stopped by acme three times for their amazing chargrilled oysters
YJWTfg39ZiOcs5VCBCzBlQ,5.0,"I'm a fan of both locations, but especially this one since it's so close to home. Super nice staff and friendly craft beer lovers, and beer is always fun to talk about! I love the look of the place and I find it quite easy on the pocketbook, depending on your taste in beer, I guess. I especially like that I can get small pours or buy a can from the cooler and share it with friends. I should come here more often!!!",im a fan of both locations but especially this one since its so close to home super nice staff and friendly craft beer lovers and beer is always fun to talk about i love the look of the place and i find it quite easy on the pocketbook depending on your taste in beer i guess i especially like that i can get small pours or buy a can from the cooler and share it with friends i should come here more often
7VgOHNhhXYVd-k2oOVmVlg,1.0,They charged me extra for having long nails and gave me the worst manicure I've ever received.,they charged me extra for having long nails and gave me the worst manicure ive ever received
ZDdNEwBENLXBT3jjQD5STQ,1.0,"I came here for training and I was there for dinner.  I had Thai food for 2 nights in a row.  I wanted a change so I picked Giwa.  It was a take out place with several tables and chairs.  I ordered the bulgogi, it was okay.  Then pa jun was so tasteless.  I had to ask for soy sauce in order to finish it.  When I got up to leave, I was told that I had to bring the tray to the kitchen!!!  I already tipped them when I placed the order and they had the nerve to ask me to bring the tray to the kitchen.  I said them that I already tipped you and I had to bring my own tray to the kitchen? They just ignored me like they don't understand what I was saying.  I come here all the time.  This is the first and the last time that I will visit Giwa.  It is not authentic Korean at all.  I do not recommend this place at all.",i came here for training and i was there for dinner i had thai food for nights in a row i wanted a change so i picked giwa it was a take out place with several tables and chairs i ordered the bulgogi it was okay then pa jun was so tasteless i had to ask for soy sauce in order to finish it when i got up to leave i was told that i had to bring the tray to the kitchen i already tipped them when i placed the order and they had the nerve to ask me to bring the tray to the kitchen i said them that i already tipped you and i had to bring my own tray to the kitchen they just ignored me like they dont understand what i was saying i come here all the time this is the first and the last time that i will visit giwa it is not authentic korean at all i do not recommend this place at all
3Cbie7tfBMUnJj5zhpwuww,5.0,We love the vibe of this place.  We are here at least two times a month and usually more during the summer.  Beer and wine selection are excellent.  Pizza and salads are delicious!  Game room was a terrific addition.  We are so fortunate that we have this within walking distance of our home.,we love the vibe of this place we are here at least two times a month and usually more during the summer beer and wine selection are excellent pizza and salads are delicious game room was a terrific addition we are so fortunate that we have this within walking distance of our home
OpqqnGA69DgyDIoepFbk0g,5.0,"Wow, what a great place for kids and kids at heart. We were there for close to 4 hours and could of been there for another 2 if we didn't have a prior engagement. It's great fun for all ages - (the mind bending puzzle room was my favorite).  They truly had everything to peak interests. Anatomy, magnetics, puzzles, space, art...Well worth the money, which wasn't much for our family of 5. My pictures don't do it any justice and I would of taken more but I was having so much fun I forgot I even had a phone for taking more. :)
All the staff were so polite and friendly. 
For the COVID concerned-99% of the staff were walking around with spray bottles disinfecting everything touchable. Masks were a must and they had disinfecting stations throughout the facility.",wow what a great place for kids and kids at heart we were there for close to hours and could of been there for another if we didnt have a prior engagement its great fun for all ages the mind bending puzzle room was my favorite they truly had everything to peak interests anatomy magnetics puzzles space artwell worth the money which wasnt much for our family of my pictures dont do it any justice and i would of taken more but i was having so much fun i forgot i even had a phone for taking more all the staff were so polite and friendly for the covid concerned of the staff were walking around with spray bottles disinfecting everything touchable masks were a must and they had disinfecting stations throughout the facility
nzqx3NJ1Yf-1bugLNikSCg,4.0,"Checked out P&G based on a recommendation from a barista at Spitfire. I was not disappointed! 

The quality of espresso was excellent and the quiche was on point too. It has more crust and less egg than most, but the crust was flaky and flavorful so I didn't mind. The only negative was the size of the quiche- just wish it was a bit bigger or came with a small serving of fruit to really make a meal. I haven't tried the juice yet, so won't comment on that.

Great service, friendly employees. 

Overall, if I was local I would definitely be back. It's a refreshing break from the sugar bomb New Orleans coffee shops that seem to be taking over Yelp reviews.",checked out pg based on a recommendation from a barista at spitfire i was not disappointed the quality of espresso was excellent and the quiche was on point too it has more crust and less egg than most but the crust was flaky and flavorful so i didnt mind the only negative was the size of the quiche just wish it was a bit bigger or came with a small serving of fruit to really make a meal i havent tried the juice yet so wont comment on that great service friendly employees overall if i was local i would definitely be back its a refreshing break from the sugar bomb new orleans coffee shops that seem to be taking over yelp reviews
f6DYmd9dFeUol5D3jbGc2g,4.0,I you want to eat real Puerto Rican food this is the place to eat. The decor is not the best but the food is good.,i you want to eat real puerto rican food this is the place to eat the decor is not the best but the food is good
zjiPXy-2-BVnQQzuCIYsPw,4.0,"A hidden gem (literally...it's a bit hard to find at night)! The burger alone was worth it, and the fries are off the hook. The prices are also very reasonable. We will absolutely be back!",a hidden gem literallyits a bit hard to find at night the burger alone was worth it and the fries are off the hook the prices are also very reasonable we will absolutely be back
YMOCOlONOae4zaiKImTnTQ,5.0,"Sushi was excellent and fair price for the lunch special which includes miso soup, cucumber salad, a long roll, two pieces of nigiri, and a hand roll! Oh and can't forget the sake flights",sushi was excellent and fair price for the lunch special which includes miso soup cucumber salad a long roll two pieces of nigiri and a hand roll oh and cant forget the sake flights
SNKYs259mdKxiCdWd83U-w,2.0,"I came here later in the day almost an hour before closing. They had my food ready by the time I paid my order. I raised my Brow a little bit and made a comment about it being ready so fast. The cook in the back made a little joke about it. When I got home it was even more apparent the food (BBQ chicken) was just reheated - and not even all the way thru. It was dry and tasted like it had been sitting out all day. I was starving and unable to leave to complain. I ate just a couple bites and still got sick that evening. I put two stars because this may just be an off day with an off cook. If you go, make sure you don't go at the end of the day and demand they cook their meat fresh.",i came here later in the day almost an hour before closing they had my food ready by the time i paid my order i raised my brow a little bit and made a comment about it being ready so fast the cook in the back made a little joke about it when i got home it was even more apparent the food bbq chicken was just reheated and not even all the way thru it was dry and tasted like it had been sitting out all day i was starving and unable to leave to complain i ate just a couple bites and still got sick that evening i put two stars because this may just be an off day with an off cook if you go make sure you dont go at the end of the day and demand they cook their meat fresh
BgyLhEixJmQ__ZUSc2_gKA,5.0,I absolutely love this place. They always do a wonderful job and are always friendly! I only get my lip and eyebrows threaded but I'm curious to try out lashes!,i absolutely love this place they always do a wonderful job and are always friendly i only get my lip and eyebrows threaded but im curious to try out lashes
wyBw4qhls497idjzCCm15Q,1.0,"I travel for work, and this is my first week in Tampa. Ordered last night due to the flyer under my hotel room door. My order was quoted at 45-55 minute delivery, and it took 90min. Not that big of a deal really, deliveries get busy. The pizza wasn't bad, but the wings were below average. The real kicker here is that after ordering over the phone with a card, this morning I wake up to a fraud alert telling me my debit card had an attempted $370 charge at a restaurant in Tampa. Coincidence? I think not. 

TLDR: pizza is okay, service is slow, and they have some shady people stealing card info.",i travel for work and this is my first week in tampa ordered last night due to the flyer under my hotel room door my order was quoted at minute delivery and it took min not that big of a deal really deliveries get busy the pizza wasnt bad but the wings were below average the real kicker here is that after ordering over the phone with a card this morning i wake up to a fraud alert telling me my debit card had an attempted charge at a restaurant in tampa coincidence i think not tldr pizza is okay service is slow and they have some shady people stealing card info
pSmOH4a3HNNpYM82J5ycLA,5.0,"As good as it can get!
Hashbrowns, Chocolate Chip Pancakes are must have.
French toast is pretty amazing.",as good as it can get hashbrowns chocolate chip pancakes are must have french toast is pretty amazing
VUKhLVz4X4zVS5wwjAxQjg,5.0,"My wife and I were in town visiting and this was a great find. Lots of gluten free options, fresh healthy choices and everything was delicious. We each had a brekky bowl and I really enjoyed the sweet house made nola. My wife missed out since it isn't gluten free. We really recommend trying this spot if you haven't.",my wife and i were in town visiting and this was a great find lots of gluten free options fresh healthy choices and everything was delicious we each had a brekky bowl and i really enjoyed the sweet house made nola my wife missed out since it isnt gluten free we really recommend trying this spot if you havent
d5jha0HH4SpUFnWpOMSoog,5.0,"This taqueria 
is now my new standard stop
for Reno visits 

Simple clean set up 
super yummy fish tacos 
at awesome prices 

Early Saturday 
four of us stopped here for lunch 
place was near empty 

By the time food came
every table was taken
surprised all of us 

Fish tacos combo 
not on the posted menu
ordered no problem 

Different tacos 
also a wet burrito 
made us all happy 

Chile Verde plate
was the special on this day 
hope to try next time 

Chips and salsa bar
with several selections 
tasted quite alright 

First Wednesday of month
eat for 40% off
wish they were closer!",this taqueria is now my new standard stop for reno visits simple clean set up super yummy fish tacos at awesome prices early saturday four of us stopped here for lunch place was near empty by the time food came every table was taken surprised all of us fish tacos combo not on the posted menu ordered no problem different tacos also a wet burrito made us all happy chile verde plate was the special on this day hope to try next time chips and salsa bar with several selections tasted quite alright first wednesday of month eat for off wish they were closer
9xywJ1otUCj1kjiUGHSJCg,4.0,"There was no hostess when I arrived. And it took her a few minutes before arriving, I almost left. Now this was after 4, so I get it may be slower. But if this is the way your guests need to be greeted and seated then someone needs to be there. I would almost give a 3 star rating just for that reason. But. My waiter was great. Very friendly. And attentive. So, they gained a star for his service. The food was great. The staff was friendly. Also glad it wasn't huge portions on what I ordered I hate not being able to finish what is brought. I'll be going back for sure.",there was no hostess when i arrived and it took her a few minutes before arriving i almost left now this was after so i get it may be slower but if this is the way your guests need to be greeted and seated then someone needs to be there i would almost give a star rating just for that reason but my waiter was great very friendly and attentive so they gained a star for his service the food was great the staff was friendly also glad it wasnt huge portions on what i ordered i hate not being able to finish what is brought ill be going back for sure
UDD4X5TLUMARishbXUQA2w,4.0,"I go here before and after Flyers games and typically I stay at the bar area and frequently order from the bar menu but on occasions I will eat inside the restaurant. The biggest thing to keep in-mind is that this is in the Wells Fargo Center and all the prices in the arena are inflated. However it is very nice to have an option other than the typical stadium food. Right before the game (1hour before start) is the busiest time in the restaurant. Food will be delayed so if you don't plan on that, you will be disappointed. Either make reservations 1.5 hours before the game start or 15 minutes after game start and later for the less crowded times. If you want a table by the glass, make reservation a head of time. You can luck out on less popular games but on weekends and games with rival opponents to not be disappointed, make a reservation. I never had any problems with the food quality, cook, or temperature. The wait staff has always been friendly and attentive. If you are ordering at the bar, it will get crowded before and at each intermission. At these times it gets challenging to eat as you will be bumped as others are getting their drinks. However the bartenders are very experienced and courteous and make the situation enjoyable. My largest complaint is that the best menu items typically are the specials. A few weeks ago they had their version of a cheesesteak with Guinness braised onions and a cheese sauce that was very delicious but it was only for that game. That special also included a bottle of Guinness and a flyers book and hat all for $25.00. Again that was a special so it is hit or miss with the deals. But they do offer nightly deals there. It is an a-la-carte menu so if you are expecting complete dinner plates you will be disappointed. The Wells Fargo Center has great food throughout the stadium but if you want a fancier meal and do not mind the steep prices, then this will be an enjoyable option.",i go here before and after flyers games and typically i stay at the bar area and frequently order from the bar menu but on occasions i will eat inside the restaurant the biggest thing to keep inmind is that this is in the wells fargo center and all the prices in the arena are inflated however it is very nice to have an option other than the typical stadium food right before the game hour before start is the busiest time in the restaurant food will be delayed so if you dont plan on that you will be disappointed either make reservations hours before the game start or minutes after game start and later for the less crowded times if you want a table by the glass make reservation a head of time you can luck out on less popular games but on weekends and games with rival opponents to not be disappointed make a reservation i never had any problems with the food quality cook or temperature the wait staff has always been friendly and attentive if you are ordering at the bar it will get crowded before and at each intermission at these times it gets challenging to eat as you will be bumped as others are getting their drinks however the bartenders are very experienced and courteous and make the situation enjoyable my largest complaint is that the best menu items typically are the specials a few weeks ago they had their version of a cheesesteak with guinness braised onions and a cheese sauce that was very delicious but it was only for that game that special also included a bottle of guinness and a flyers book and hat all for again that was a special so it is hit or miss with the deals but they do offer nightly deals there it is an alacarte menu so if you are expecting complete dinner plates you will be disappointed the wells fargo center has great food throughout the stadium but if you want a fancier meal and do not mind the steep prices then this will be an enjoyable option
TGGuRuroXhGDi6RTEYQW1A,5.0,"I'd give more stars if I could. Absolutely, hands down, the best mechanic in town. I found Welge a few years ago when I blew the heads in my car. I have a quad 4 engine and not a ton of mechanics have a clue about them. And they were quoting really high prices to fix the heads with no guarantee. Welge quoted the cheapest price and a year guarantee. I took my car there and it was fixed in a few days. I paid the price quoted. I've taken my car there ever since. The entire staff is wonderful and friendly. They guarantee all work and parts. Once or twice when something was still not right after a repair I've taken my car back and they fixed it with no problems. I won't go anywhere else, ever, and neither should you.",id give more stars if i could absolutely hands down the best mechanic in town i found welge a few years ago when i blew the heads in my car i have a quad engine and not a ton of mechanics have a clue about them and they were quoting really high prices to fix the heads with no guarantee welge quoted the cheapest price and a year guarantee i took my car there and it was fixed in a few days i paid the price quoted ive taken my car there ever since the entire staff is wonderful and friendly they guarantee all work and parts once or twice when something was still not right after a repair ive taken my car back and they fixed it with no problems i wont go anywhere else ever and neither should you
zPiBTTqr9PyUwjhDsdfH2w,5.0,The jalapeño popper burger is great! The Philly egg roll appetizers and tater tot fondue are a must ! This place is managed great and had prompt service. The best server is definitely Andrew! They also have their own Texas hot sauce you should try if you like spicy.,the jalapeo popper burger is great the philly egg roll appetizers and tater tot fondue are a must this place is managed great and had prompt service the best server is definitely andrew they also have their own texas hot sauce you should try if you like spicy
S4GN4xyOL3Tug_tWJB4kmw,1.0,Do not give these people your business. Frank the owner will rip you off. I purchased a scooter from him back in 2012 and my husband never rode it. So Frank agreed to either buy the scooter back from me or sell it on consignment. Well Frank sold my scooter and refuses to pay me. He has given me the run around until finally giving me a BAD check.,do not give these people your business frank the owner will rip you off i purchased a scooter from him back in and my husband never rode it so frank agreed to either buy the scooter back from me or sell it on consignment well frank sold my scooter and refuses to pay me he has given me the run around until finally giving me a bad check
QcuTCSfnI6WqKpuDL_a0OA,5.0,"Great spot to pick up some spices in Downtown St. Pete! 

They have a very good selection of spices here. I don't know Alton Brown, but I bet he would approve of this store. They have pretty much everything you could possibly need. While it may seem like spices you could get at your local supermarket, everything here is blended by the proprietors; not in some factory in a town you'll never visit. 

What's really cool about this place; you can smell or sample most products. Certainly helps when making a decision. The store is laid out by types of seasoning, or region.  Walk around clockwise and you'll be able to see and smell just about everything. The staff is always welcoming and knowledgeable. 

Seems we always leave with a little something each time we come here. And at least it easily fits in a suitcase.",great spot to pick up some spices in downtown st pete they have a very good selection of spices here i dont know alton brown but i bet he would approve of this store they have pretty much everything you could possibly need while it may seem like spices you could get at your local supermarket everything here is blended by the proprietors not in some factory in a town youll never visit whats really cool about this place you can smell or sample most products certainly helps when making a decision the store is laid out by types of seasoning or region walk around clockwise and youll be able to see and smell just about everything the staff is always welcoming and knowledgeable seems we always leave with a little something each time we come here and at least it easily fits in a suitcase
u0erOT96yooGb5mdOqtsSQ,2.0,Environment is pretty cool.  But none of the food will blow your socks off.  Disappointed there wasn't more of a selection of wine.  Especially at $15/glass.  Pretty pricey.  Like the tapas concept and sharing everything which is what my family ends up doing anyway.  Won't go back but it was an experience.  Not a good bang for my buck so I will go elsewhere next time.,environment is pretty cool but none of the food will blow your socks off disappointed there wasnt more of a selection of wine especially at glass pretty pricey like the tapas concept and sharing everything which is what my family ends up doing anyway wont go back but it was an experience not a good bang for my buck so i will go elsewhere next time
vEhuYWMnJq9XmWp6JOjYLQ,5.0,"If you ever find yourself in St. Petersburg (like I was) and have a hankering for delicious Colombian food...this is the place for you. The space recently expanded into the retail space next door and after some remodeling the place looks great. On this day, they were installing large flat screen TVs (which I am not a fan of for restaurants), for soccer game viewing. The waitress was friendly and spoke both English and Spanish. She was knowledgeable about the menu and made some excellent suggestions. The food was amazing! Well made, fresh and delicious. I ordered the bandeja paisa (traditional dish) which is mad up of skirt steak, rice, beans, egg, pork grinds, plantains and avocado. You cannot go wrong with this classic dish.",if you ever find yourself in st petersburg like i was and have a hankering for delicious colombian foodthis is the place for you the space recently expanded into the retail space next door and after some remodeling the place looks great on this day they were installing large flat screen tvs which i am not a fan of for restaurants for soccer game viewing the waitress was friendly and spoke both english and spanish she was knowledgeable about the menu and made some excellent suggestions the food was amazing well made fresh and delicious i ordered the bandeja paisa traditional dish which is mad up of skirt steak rice beans egg pork grinds plantains and avocado you cannot go wrong with this classic dish
